Geneid	Chr	Start	End	Strand	Length	hgnc_symbol	percentage_gc_content	transcript_start	transcript_end	transcript_biotype	strand	geneName	Chrom	geneStart	geneEnd
ENSG00000197805	chr9	43313699	43314502	+	804		44.4	43313699	43314502	processed_pseudogene	1	ENSG00000197805	chr9	43313699	43314502
ENSG00000224828	chr9;chr9	43318619;43319264	43318952;43319576	-;-	647		45.51	43318619	43319576	processed_pseudogene	-1	ENSG00000224828	chr9	43319576	43318619
ENSG00000229489	chr9	43399987	43401315	+	1329	ATP5A1P5	45.52	43399987	43401315	processed_pseudogene	1	ATP5A1P5	chr9	43399987	43401315
ENSG00000223512	chr9	43403148	43403646	+	499		36.47	43403148	43403646	processed_pseudogene	1	ENSG00000223512	chr9	43403148	43403646
ENSG00000269474	chr9	43425713	43427044	-	1332		53.53	43425713	43427044	processed_pseudogene	-1	ENSG00000269474	chr9	43427044	43425713
ENSG00000239986	chr9	43617727	43618056	+	330		43.33	43617727	43618056	processed_pseudogene	1	ENSG00000239986	chr9	43617727	43618056
ENSG00000185775	chr9;chr9;chr9;chr9;chr9	43624507;43628634;43629020;43629263;43630513	43628378;43628694;43629117;43629320;43630730	-;-;-;-;-	4307	SPATA31A6	52.97	43624507	43630730	protein_coding	-1	SPATA31A6	chr9	43630730	43624507
ENSG00000154529	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	43684902;43709650;43737327;43800864;43815785;43816637;43818041;43819610;43822518;43828078;43844144;43849745;43853497;43854069;43861003;43875989;43884943;43887611;43890296;43891494;43894080;43905604;43907404;43914415;43915826;43920249	43685379;43709760;43737520;43801011;43815988;43816821;43818184;43821366;43822779;43828221;43844315;43849851;43853616;43854386;43861206;43876326;43885072;43887733;43890529;43891712;43894319;43905828;43909438;43915590;43915979;43924049	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13223	CNTNAP3B	38.25	43684902	43924049	protein_coding	1	CNTNAP3B	chr9	43684902	43924049
ENSG00000266425	chr9	43802781	43803039	-	259	RN7SL343P	53.28	43802781	43803039	misc_RNA	-1	RN7SL343P	chr9	43803039	43802781
ENSG00000237207	chr9;chr9	43838621;43839046	43838830;43840027	-;-	1192		46.2	43838621	43840027	processed_pseudogene	-1	ENSG00000237207	chr9	43840027	43838621
ENSG00000213816	chr9	43997830	43998733	+	904	CNN2P4	58.3	43997830	43998733	processed_pseudogene	1	CNN2P4	chr9	43997830	43998733
ENSG00000229079	chr9	44011053	44011839	+	787		36.98	44011053	44011839	processed_pseudogene	1	ENSG00000229079	chr9	44011053	44011839
ENSG00000230635	chr9;chr9;chr9	44019596;44019888;44020285	44019698;44019957;44020591	-;-;-	480	CYP4F60P	53.92	44019596	44020591	unprocessed_pseudogene	-1	CYP4F60P	chr9	44020591	44019596
ENSG00000229146	chr9	44046989	44047817	-	829	SNX18P5	48.73	44046989	44047817	processed_pseudogene	-1	SNX18P5	chr9	44047817	44046989
ENSG00000170165	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	44051024;44052261;44053703;44057163;44059304;44060106;44067647;44069764	44051431;44052536;44053752;44057385;44059515;44060387;44067776;44069881	-;-;-;-;-;-;-;-	1699		36.47	44051024	44069881	unprocessed_pseudogene	-1	ENSG00000170165	chr9	44069881	44051024
ENSG00000236816	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	44076368;44078454;44080050;44084271;44090297;44090461;44093302;44097329;44100086;44106654;44109301;44110476;44114471;44114807;44118242	44077286;44078634;44080213;44084341;44090369;44090489;44093386;44097398;44100116;44106709;44109435;44110583;44114644;44114921;44118444	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2414	ANKRD20A7P	36.09	44076368	44118444	unprocessed_pseudogene	-1	ANKRD20A7P	chr9	44118444	44076368
ENSG00000238529	chr9	44107813	44107919	-	107	RNU6-599P	36.45	44107813	44107919	snRNA	-1	RNU6-599P	chr9	44107919	44107813
ENSG00000224537	chr9;chr9;chr9;chr9	44147906;44149391;44150060;44153861	44148368;44149556;44150363;44154014	+;+;+;+	1087	MEP1AP4	42.69	44147906	44154014	unprocessed_pseudogene	1	MEP1AP4	chr9	44147906	44154014
ENSG00000204818	chr9;chr9;chr9;chr9;chr9	44170447;44172178;44172922;44173071;44174331	44170521;44172262;44172981;44173112;44175727	-;-;-;-;-	1659		42.79	44170447	44175727	unprocessed_pseudogene	-1	ENSG00000204818	chr9	44175727	44170447
ENSG00000233424	chr9;chr9;chr9	44256189;44260052;44260422	44256817;44260139;44263319	-;-;-	3615		34.9	44256580	44263319	lincRNA	-1	ENSG00000233424	chr9	44263319	44256580
ENSG00000216829	chr9;chr9	44302232;44303424	44302336;44303807	+;+	489		33.5	44302232	44303613	unprocessed_pseudogene	1	ENSG00000216829	chr9	44302232	44303807
ENSG00000268708	chr9	44325916	44326077	-	162		62.35	44325916	44326077	protein_coding	-1	ENSG00000268708	chr9	44326077	44325916
ENSG00000230245	chr9	44333923	44334382	+	460		64.13	44333923	44334382	processed_pseudogene	1	ENSG00000230245	chr9	44333923	44334382
ENSG00000204816	chr9;chr9	44343366;44345586	44344498;44345689	-;-	1237		31.2	44343366	44345689	unprocessed_pseudogene	-1	ENSG00000204816	chr9	44345689	44343366
ENSG00000229311	chr9;chr9;chr9	44384585;44387768;44391077	44387483;44387853;44391705	+;+;+	3614		34.98	44384585	44391705	lincRNA	1	ENSG00000229311	chr9	44384585	44391705
ENSG00000212952	chr9	44400717	44402427	-	1711		47.87	44400717	44402427	protein_coding	-1	ENSG00000212952	chr9	44402427	44400717
ENSG00000237357	chr9;chr9	44401766;44402187	44402090;44404440	+;+	2579		48.67	44401766	44404440	lincRNA	1	ENSG00000237357	chr9	44401766	44404440
ENSG00000227924	chr9	44471985	44473415	+	1431	RBPJP6	42.21	44471985	44473415	processed_pseudogene	1	RBPJP6	chr9	44471985	44473415
ENSG00000227353	chr9;chr9	44477549;44478194	44477882;44478456	-;-	597		45.81	44477549	44478456	processed_pseudogene	-1	ENSG00000227353	chr9	44478456	44477549
ENSG00000234861	chr9	44558938	44560285	+	1348	ATP5A1P6	45.33	44558938	44560285	processed_pseudogene	1	ATP5A1P6	chr9	44558938	44560285
ENSG00000223664	chr9	44562093	44562588	+	496		36.9	44562093	44562588	processed_pseudogene	1	ENSG00000223664	chr9	44562093	44562588
ENSG00000268234	chr9	44584983	44586314	-	1332		53.53	44584983	44586314	processed_pseudogene	-1	ENSG00000268234	chr9	44586314	44584983
ENSG00000228920	chr9;chr9;chr9;chr9	44672800;44673720;44674678;44676388	44672959;44673889;44674747;44676450	-;-;-;-	463		37.96	44672800	44676450	unprocessed_pseudogene	-1	ENSG00000228920	chr9	44676450	44672800
ENSG00000231248	chr9;chr9;chr9;chr9	44823713;44828088;44834508;44835387	44823845;44828239;44834806;44835521	+;+;+;+	719		46.14	44823714	44835521	lincRNA	1	ENSG00000231248	chr9	44823714	44835521
ENSG00000238933	chr9	44850221	44850332	+	112		45.54	44850221	44850332	misc_RNA	1	ENSG00000238933	chr9	44850221	44850332
ENSG00000204814	chr9;chr9;chr9	44867571;44868935;44869923	44867759;44869140;44870528	+;+;+	1001		48.41	44867571	44870528	protein_coding	1	ENSG00000204814	chr9	44867571	44870528
ENSG00000231454	chr9;chr9	44873417;44874008	44873492;44874226	+;+	295		54.07	44873417	44874224	processed_pseudogene	1	ENSG00000231454	chr9	44873417	44874226
ENSG00000154537	chr9;chr9	44990314;44991083	44990528;44991483	+;+	616	FAM27C	59.23	44990314	44991483	protein_coding	1	FAM27C	chr9	44990314	44991483
ENSG00000204805	chr9;chr9	44997777;44997981	44997805;44999352	+;+	1401	FAM27E4	55.96	44998147	44998488	processed_pseudogene	1	FAM27E4	chr9	44997777	44999352
ENSG00000170152	chr9;chr9	44998000;44998641	44998128;44998719	-;-	208		55.97	44998005	44998719	processed_pseudogene	-1	ENSG00000170152	chr9	44998719	44998000
ENSG00000235659	chr9;chr9	45001907;45003002	45002229;45003117	-;-	439		50.7	45001907	45003117	lincRNA	-1	ENSG00000235659	chr9	45003117	45001907
ENSG00000223379	chr9;chr9	45004879;45022793	45004926;45023236	+;+	492		47.66	45004879	45023236	lincRNA	1	ENSG00000223379	chr9	45004879	45023236
ENSG00000238749	chr9	45019792	45019903	-	112		45.54	45019792	45019903	misc_RNA	-1	ENSG00000238749	chr9	45019903	45019792
ENSG00000229697	chr9;chr9;chr9;chr9	45034957;45035672;45042556;45047013	45035091;45035970;45042707;45047145	-;-;-;-	719		46.59	45034957	45047145	lincRNA	-1	ENSG00000229697	chr9	45047145	45034957
ENSG00000231527	chr9;chr9;chr9;chr9	45108392;45109655;45111943;45112155	45108822;45109831;45112064;45112532	+;+;+;+	1108		48.06	45108392	45112532	lincRNA	1	ENSG00000231527	chr9	45108392	45112532
ENSG00000231838	chr9;chr9;chr9	45164578;45209152;45211824	45164679;45209262;45212501	+;+;+	891		41.09	45164578	45212501	lincRNA	1	ENSG00000231838	chr9	45164578	45212501
ENSG00000234299	chr9	45363481	45363852	+	372	CDK2AP2P1	62.9	45363481	45363852	processed_pseudogene	1	CDK2AP2P1	chr9	45363481	45363852
ENSG00000235130	chr9	45375910	45377188	+	1279	MYO5BP1	49.57	45375910	45377188	processed_pseudogene	1	MYO5BP1	chr9	45375910	45377188
ENSG00000235037	chr9;chr9;chr9	45393845;45394200;45415845	45393971;45394296;45415976	-;-;-	356		41.14	45393845	45415976	lincRNA	-1	ENSG00000235037	chr9	45415976	45393845
ENSG00000236157	chr9	45424050	45424634	-	585		62.39	45424050	45424634	unprocessed_pseudogene	-1	ENSG00000236157	chr9	45424634	45424050
ENSG00000268578	chr9	45441273	45441542	-	270		65.56	45441273	45441542	protein_coding	-1	ENSG00000268578	chr9	45441542	45441273
ENSG00000232116	chr9;chr9	45484572;45487056	45484678;45488153	+;+	1205		30.96	45484572	45488153	lincRNA	1	ENSG00000232116	chr9	45484572	45488153
ENSG00000187060	chr9	45562979	45563576	+	598		47.49	45562979	45563576	processed_pseudogene	1	ENSG00000187060	chr9	45562979	45563576
ENSG00000227569	chr9	45656241	45656586	-	346		45.95	45656241	45656586	processed_pseudogene	-1	ENSG00000227569	chr9	45656586	45656241
ENSG00000264628	chr9	45661987	45662268	+	282	RN7SL565P	48.94	45661987	45662268	misc_RNA	1	RN7SL565P	chr9	45661987	45662268
ENSG00000182368	chr9;chr9	45727107;45727874	45727321;45728274	+;+	616	FAM27A	59.33	45727107	45728274	protein_coding	1	FAM27A	chr9	45727107	45728274
ENSG00000204804	chr9;chr9	45727440;45727550	45727517;45727852	-;-	381	NA	NA	NA	NA	NA	NA	ENSG00000204804	chr9	NA	NA
ENSG00000229523	chr9;chr9	45729709;45730300	45729784;45730417	+;+	194		56.7	45729709	45730417	unprocessed_pseudogene	1	ENSG00000229523	chr9	45729709	45730417
ENSG00000184879	chr9;chr9	45733441;45734080	45733569;45734160	-;-	210		55.83	45733441	45734160	unprocessed_pseudogene	-1	ENSG00000184879	chr9	45734160	45733441
ENSG00000204807	chr9	45733559	45734896	+	1338	FAM27E2	54.56	45733559	45734896	protein_coding	1	FAM27E2	chr9	45733559	45734896
ENSG00000231517	chr9;chr9	45737473;45738433	45737654;45738490	-;-	240		51.77	45737473	45738490	unprocessed_pseudogene	-1	ENSG00000231517	chr9	45738490	45737473
ENSG00000238930	chr9	45755239	45755350	-	112		45.54	45755239	45755350	misc_RNA	-1	ENSG00000238930	chr9	45755350	45755239
ENSG00000228243	chr9	45949232	45949823	+	592		47.64	45949232	45949823	processed_pseudogene	1	ENSG00000228243	chr9	45949232	45949823
ENSG00000225812	chr9	46042425	46042722	-	298		47.32	46042425	46042722	processed_pseudogene	-1	ENSG00000225812	chr9	46042722	46042425
ENSG00000252617	chr9	46042781	46042875	-	95		52.63	46042781	46042875	snoRNA	-1	ENSG00000252617	chr9	46042875	46042781
ENSG00000264967	chr9	46048172	46048453	+	282	RN7SL722P	48.58	46048172	46048453	misc_RNA	1	RN7SL722P	chr9	46048172	46048453
ENSG00000235938	chr9	46113699	46114039	-	341		54.25	46113699	46114039	processed_pseudogene	-1	ENSG00000235938	chr9	46114039	46113699
ENSG00000228617	chr9;chr9	46117172;46117811	46117295;46117907	-;-	221		55.98	46117172	46117907	processed_pseudogene	-1	ENSG00000228617	chr9	46117907	46117172
ENSG00000226129	chr9	46117312	46117651	+	340		54.41	46117312	46117651	processed_pseudogene	1	ENSG00000226129	chr9	46117312	46117651
ENSG00000234725	chr9	46121006	46121348	-	343		49.27	46121006	46121348	processed_pseudogene	-1	ENSG00000234725	chr9	46121348	46121006
ENSG00000238413	chr9	46141564	46141675	-	112		44.64	46141564	46141675	misc_RNA	-1	ENSG00000238413	chr9	46141675	46141564
ENSG00000227490	chr9	46169973	46170336	+	364		51.37	46169973	46170336	processed_pseudogene	1	ENSG00000227490	chr9	46169973	46170336
ENSG00000225353	chr9;chr9;chr9;chr9	46270786;46271254;46273489;46274498	46271163;46271375;46273665;46274928	-;-;-;-	1108		47.95	46270841	46274928	lincRNA	-1	ENSG00000225353	chr9	46274928	46270841
ENSG00000224937	chr9	46334292	46334508	+	217		54.38	46334292	46334508	processed_pseudogene	1	ENSG00000224937	chr9	46334292	46334508
ENSG00000231481	chr9;chr9	46359242;46380210	46359721;46380257	-;-	528		47.89	46359242	46380257	antisense	-1	ENSG00000231481	chr9	46380257	46359242
ENSG00000239090	chr9	46362605	46362716	+	112		46.43	46362605	46362716	misc_RNA	1	ENSG00000239090	chr9	46362605	46362716
ENSG00000226546	chr9	46382965	46383307	+	343		48.98	46382965	46383307	processed_pseudogene	1	ENSG00000226546	chr9	46382965	46383307
ENSG00000237198	chr9	46385691	46387031	-	1341	FAM27E1	54.66	46385691	46387031	protein_coding	-1	FAM27E1	chr9	46387031	46385691
ENSG00000204813	chr9	46387012	46387222	+	211		52.61	46387012	46387222	processed_pseudogene	1	ENSG00000204813	chr9	46387012	46387222
ENSG00000231997	chr9	46389110	46391556	+	2447	FAM27D1	57.29	46389110	46391556	protein_coding	1	FAM27D1	chr9	46389110	46391556
ENSG00000224615	chr9	46390070	46390277	-	208		51.44	46390070	46390277	processed_pseudogene	-1	ENSG00000224615	chr9	46390277	46390070
ENSG00000231995	chr9	46577620	46578220	+	601		48.09	46577620	46578220	processed_pseudogene	1	ENSG00000231995	chr9	46577620	46578220
ENSG00000231212	chr9;chr9;chr9	46661242;46661771;46662448	46661548;46661860;46662837	-;-;-	787		35.28	46661242	46662593	lincRNA	-1	ENSG00000231212	chr9	46662837	46661242
ENSG00000236450	chr9	46669135	46669441	-	307		46.58	46669135	46669441	processed_pseudogene	-1	ENSG00000236450	chr9	46669441	46669135
ENSG00000252133	chr9	46669492	46669586	-	95		50.53	46669492	46669586	snoRNA	-1	ENSG00000252133	chr9	46669586	46669492
ENSG00000263901	chr9	46674882	46675163	+	282	RN7SL544P	48.94	46674882	46675163	misc_RNA	1	RN7SL544P	chr9	46674882	46675163
ENSG00000204802	chr9	46685429	46688137	-	2709		47.91	46685429	46688084	retained_intron	-1	ENSG00000204802	chr9	46688137	46685429
ENSG00000227449	chr9;chr9	46687462;46744176	46688114;46746500	+;+	2978		39.07	46687462	46746500	processed_transcript	1	ENSG00000227449	chr9	46687462	46746500
ENSG00000233651	chr9;chr9;chr9	46698574;46702037;46702407	46698811;46702122;46705305	-;-;-	3223		34.87	46698472	46705305	lincRNA	-1	ENSG00000233651	chr9	46705305	46698472
ENSG00000226429	chr9	46706671	46706979	-	309		37.86	46706671	46706979	unprocessed_pseudogene	-1	ENSG00000226429	chr9	46706979	46706671
ENSG00000224603	chr9	46755557	46755935	-	379		65.17	46755557	46755935	processed_pseudogene	-1	ENSG00000224603	chr9	46755935	46755557
ENSG00000204801	chr9;chr9	46786249;46787531	46786371;46787634	-;-	227		33.84	46786249	46787634	unprocessed_pseudogene	-1	ENSG00000204801	chr9	46787634	46786249
ENSG00000227111	chr9	46824818	46825124	+	307	NA	NA	NA	NA	NA	NA	ENSG00000227111	chr9	NA	NA
ENSG00000232827	chr9;chr9;chr9	46826492;46829671;46832980	46829386;46829756;46833319	+;+;+	3321		34.92	46826492	46833319	lincRNA	1	ENSG00000232827	chr9	46826492	46833319
ENSG00000212951	chr9	46842616	46844326	-	1711		47.87	46843698	46844154	unprocessed_pseudogene	-1	ENSG00000212951	chr9	46844326	46842616
ENSG00000226007	chr9;chr9	46843638;46844104	46843989;46846357	+;+	2606		49.08	46843638	46846025	lincRNA	1	ENSG00000226007	chr9	46843638	46846025
ENSG00000234217	chr9	46912527	46913973	+	1447	RBPJP7	42.02	46912527	46913973	processed_pseudogene	1	RBPJP7	chr9	46912527	46913973
ENSG00000236825	chr9;chr9	46918098;46918743	46918431;46919049	-;-	641		45.27	46918098	46919049	processed_pseudogene	-1	ENSG00000236825	chr9	46919049	46918098
ENSG00000234451	chr9	46921026	46922100	-	1075		49.4	46921026	46922100	processed_pseudogene	-1	ENSG00000234451	chr9	46922100	46921026
ENSG00000241571	chr9	46998213	46999491	+	1279	ATP5A1P7	45.9	46998213	46999491	processed_pseudogene	1	ATP5A1P7	chr9	46998213	46999491
ENSG00000234276	chr9	47001334	47001835	+	502		36.45	47001334	47001835	processed_pseudogene	1	ENSG00000234276	chr9	47001334	47001835
ENSG00000235256	chr9	47021337	47022699	-	1363		54	47021337	47022699	processed_pseudogene	-1	ENSG00000235256	chr9	47022699	47021337
ENSG00000237132	chr9;chr9;chr9;chr9;chr9;chr9;chr9	47249606;47253654;47253859;47255383;47256040;47263622;47264123	47249660;47253741;47254029;47255542;47256195;47263769;47264801	+;+;+;+;+;+;+	1457	VN2R6P	40.25	47249606	47264801	unitary_pseudogene	1	VN2R6P	chr9	47249606	47264801
ENSG00000236029	chr9;chr9;chr9;chr9;chr9	47295855;47303921;47304310;47310494;47314098	47299651;47304074;47305485;47312528;47314322	-;-;-;-;-	7387		38.8	47295855	47314222	protein_coding	-1	ENSG00000236029	chr9	47314322	47295855
ENSG00000203372	chr9;chr9	65467783;65468671	65467845;65469026	+;+	419		47.11	65467783	65469026	lincRNA	1	ENSG00000203372	chr9	65467783	65469026
ENSG00000229746	chr9;chr9;chr9	65487273;65488701;65493627	65488372;65488784;65494248	-;-;-	1806	FAM74A4	38.69	65487273	65494248	lincRNA	-1	FAM74A4	chr9	65494248	65487273
ENSG00000235496	chr9	65496525	65496924	+	400		47.25	65496525	65496924	processed_pseudogene	1	ENSG00000235496	chr9	65496525	65496924
ENSG00000234734	chr9;chr9;chr9;chr9;chr9	65503363;65507507;65507893;65508136;65509393	65507251;65507567;65507990;65508193;65509610	-;-;-;-;-	4324	SPATA31A7	52.75	65503363	65509610	protein_coding	-1	SPATA31A7	chr9	65509610	65503363
ENSG00000235490	chr9	65533915	65534227	-	313	NA	NA	NA	NA	NA	NA	ENSG00000235490	chr9	NA	NA
ENSG00000237792	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	65585692;65591320;65595068;65602607;65617600;65626530;65631903;65633094;65635651;65647181;65648975;65650007;65656963;65657429;65661851	65585863;65591426;65595187;65602810;65617756;65626657;65632073;65633312;65635894;65647405;65649108;65650094;65657193;65657500;65661972	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2394		38.35	65585692	65661972	unprocessed_pseudogene	1	ENSG00000237792	chr9	65585692	65661972
ENSG00000231379	chr9;chr9;chr9;chr9;chr9;chr9;chr9	65696702;65697732;65705306;65705959;65707472;65707797;65725721	65697375;65697873;65705431;65706118;65707645;65707847;65725786	-;-;-;-;-;-;-	1393		40.84	65696702	65725786	unprocessed_pseudogene	-1	ENSG00000231379	chr9	65725786	65696702
ENSG00000233022	chr9;chr9	65880533;65883771	65881210;65883885	-;-	793		40.47	65880533	65883885	lincRNA	-1	ENSG00000233022	chr9	65883885	65880533
ENSG00000237086	chr9	65973177	65974604	+	1428	RBPJP2	42.23	65973177	65974604	processed_pseudogene	1	RBPJP2	chr9	65973177	65974604
ENSG00000237191	chr9;chr9	65978720;65979368	65979068;65979683	-;-	665		45.44	65978720	65979683	processed_pseudogene	-1	ENSG00000237191	chr9	65979683	65978720
ENSG00000243382	chr9	66058843	66060121	+	1279	ATP5A1P10	45.9	66058843	66060121	processed_pseudogene	1	ATP5A1P10	chr9	66058843	66060121
ENSG00000223449	chr9	66061968	66062463	+	496		36.69	66061968	66062463	processed_pseudogene	1	ENSG00000223449	chr9	66061968	66062463
ENSG00000242301	chr9	66081972	66083332	-	1361		54	66081972	66083332	processed_pseudogene	-1	ENSG00000242301	chr9	66083332	66081972
ENSG00000237869	chr9	66342521	66343121	-	601		35.27	66342521	66343121	processed_pseudogene	-1	ENSG00000237869	chr9	66343121	66342521
ENSG00000233414	chr9	66345261	66346161	+	901	CNN2P5	58.49	66345261	66346161	processed_pseudogene	1	CNN2P5	chr9	66345261	66346161
ENSG00000233171	chr9	66358548	66359282	+	735		37.55	66358548	66359282	processed_pseudogene	1	ENSG00000233171	chr9	66358548	66359282
ENSG00000235327	chr9;chr9;chr9	66366966;66367325;66367722	66367135;66367394;66367990	-;-;-	509	CYP4F61P	53.85	66366966	66367990	unprocessed_pseudogene	-1	CYP4F61P	chr9	66367990	66366966
ENSG00000234430	chr9	66394412	66395279	-	868	SNX18P6	48.85	66394412	66395279	unprocessed_pseudogene	-1	SNX18P6	chr9	66395279	66394412
ENSG00000235003	chr9	66396886	66397113	+	228		56.58	66396886	66397113	processed_pseudogene	1	ENSG00000235003	chr9	66396886	66397113
ENSG00000238113	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	66457285;66457900;66459808;66462135;66465592;66467763;66468617;66470399	66457355;66458033;66459964;66462156;66467413;66467899;66469310;66470542	+;+;+;+;+;+;+;+	3181		40.99	66457285	66466010	lincRNA	1	ENSG00000238113	chr9	66457285	66469310
ENSG00000202474	chr9	66458144	66458262	-	119	RNA5SP283	58.82	66458144	66458262	rRNA	-1	RNA5SP283	chr9	66458262	66458144
ENSG00000203438	chr9;chr9;chr9	66473375;66473484;66473509	66473482;66473504;66473673	+;+;+	294		33.44	66473375	66473673	pseudogene	1	ENSG00000203438	chr9	66473375	66473673
ENSG00000229422	chr9	66493572	66494196	-	625		69.6	66493572	66494196	processed_pseudogene	-1	ENSG00000229422	chr9	66494196	66493572
ENSG00000184523	chr9	66499743	66499994	+	252	PTGER4P2	57.54	66499743	66499994	processed_pseudogene	1	PTGER4P2	chr9	66499743	66499994
ENSG00000237451	chr9	66500642	66501008	+	367	CDK2AP2P2	63.49	66500642	66501008	processed_pseudogene	1	CDK2AP2P2	chr9	66500642	66501008
ENSG00000238245	chr9	66513032	66514308	+	1277	MYO5BP2	49.49	66513032	66514308	processed_pseudogene	1	MYO5BP2	chr9	66513032	66514308
ENSG00000234665	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	66513488;66514896;66521421;66522791;66523521;66525014;66529191;66553243	66514007;66515017;66521557;66522934;66524057;66525128;66529391;66553911	-;-;-;-;-;-;-;-	2445		38.14	66513488	66525124	lincRNA	-1	ENSG00000234665	chr9	66553911	66513488
ENSG00000227582	chr9;chr9	66516697;66520614	66518017;66520781	-;-	1489		46.44	66516697	66517831	transcribed_processed_pseudogene	-1	ENSG00000227582	chr9	66520781	66516697
ENSG00000219693	chr9;chr9	66544359;66545558	66544462;66545745	+;+	292		32.88	66544359	66545745	unprocessed_pseudogene	1	ENSG00000219693	chr9	66544359	66545745
ENSG00000170161	chr9;chr9	66553273;66553674	66553558;66555928	+;+	2541		48.19	66553273	66555928	lincRNA	1	ENSG00000170161	chr9	66553273	66555928
ENSG00000227318	chr9	66664325	66665950	+	1626		32.9	66664325	66665950	unprocessed_pseudogene	1	ENSG00000227318	chr9	66664325	66665950
ENSG00000228991	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	66693277;66694673;66695119;66699521;66708440;66711287;66713945;66716330;66716666;66720856	66693406;66694806;66695193;66699821;66708533;66711361;66714080;66716503;66716780;66721073	-;-;-;-;-;-;-;-;-;-	1452		36.87	66693277	66721073	unprocessed_pseudogene	-1	ENSG00000228991	chr9	66721073	66693277
ENSG00000206946	chr9	66712628	66712734	-	107	RNU6-156P	41.12	66712628	66712734	snRNA	-1	RNU6-156P	chr9	66712734	66712628
ENSG00000230857	chr9;chr9;chr9;chr9;chr9	66720898;66729354;66742301;66752041;66759124	66720977;66729384;66742374;66752113;66759372	+;+;+;+;+	507		39.45	66720898	66759372	lincRNA	1	ENSG00000230857	chr9	66720898	66759372
ENSG00000238638	chr9	66858537	66858612	-	76		50	66858537	66858612	miRNA	-1	ENSG00000238638	chr9	66858612	66858537
ENSG00000264898	chr9	66861461	66861543	-	83		48.19	66861461	66861543	miRNA	-1	ENSG00000264898	chr9	66861543	66861461
ENSG00000244081	chr9	66930569	66930965	+	397		49.62	66930569	66930965	unprocessed_pseudogene	1	ENSG00000244081	chr9	66930569	66930965
ENSG00000236774	chr9;chr9;chr9	66948257;66949247;66949579	66948930;66949298;66950779	-;-;-	1927	NA	NA	NA	NA	NA	NA	ENSG00000236774	chr9	NA	NA
ENSG00000235355	chr9	66951142	66951845	-	704		63.92	66951142	66951845	processed_pseudogene	-1	ENSG00000235355	chr9	66951845	66951142
ENSG00000234320	chr9	66954107	66954749	+	643		65.94	66954107	66954749	processed_pseudogene	1	ENSG00000234320	chr9	66954107	66954749
ENSG00000198312	chr9;chr9;chr9;chr9;chr9;chr9	66960613;66960895;66961322;66962487;66963524;66964014	66960810;66961075;66961380;66962609;66963671;66964189	+;+;+;+;+;+	885		39.95	66960613	66964189	unprocessed_pseudogene	1	ENSG00000198312	chr9	66960613	66964189
ENSG00000182021	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	67017400;67021936;67026663;67029157;67030141;67030686;67030880;67031433	67019064;67022043;67027343;67029264;67030239;67030858;67030982;67032072	-;-;-;-;-;-;-;-	3577		45.99	67017400	67030737	lincRNA	-1	ENSG00000182021	chr9	67032072	67017400
ENSG00000176115	chr9;chr9;chr9;chr9;chr9;chr9;chr9	67032331;67038568;67046286;67046837;67047183;67047512;67048088	67032355;67038699;67046409;67046974;67047301;67047729;67048373	+;+;+;+;+;+;+	1042	AQP7P4	52.25	67032331	67048373	unprocessed_pseudogene	1	AQP7P4	chr9	67032331	67048373
ENSG00000265285	chr9	67094933	67094999	+	67		58.21	67094933	67094999	miRNA	1	ENSG00000265285	chr9	67094933	67094999
ENSG00000265601	chr9	67225386	67225452	-	67		58.21	67225386	67225452	miRNA	-1	ENSG00000265601	chr9	67225452	67225386
ENSG00000186466	chr9;chr9;chr9;chr9;chr9;chr9;chr9;chr9	67272038;67272682;67273115;67273442;67274007;67281702;67288038;67289184	67272323;67272904;67273233;67273579;67274130;67281831;67288088;67289492	-;-;-;-;-;-;-;-	1380	AQP7P1	52.87	67272039	67288063	unprocessed_pseudogene	-1	AQP7P1	chr9	67289492	67272038
ENSG00000228522	chr9;chr9;chr9;chr9;chr9;chr9	67285298;67289570;67290149;67291105;67293566;67298348	67285360;67289706;67290251;67291227;67293727;67298632	+;+;+;+;+;+	873		47.91	67285298	67293727	transcribed_unprocessed_pseudogene	1	ENSG00000228522	chr9	67285298	67298632
